id	turn1	turn2	turn3	label
22994	wtz ur age		Yes	others
22995	That's a relief		I am glad to know that	happy
22996	Yup you made me yesterday only		Wanna fuck your asshole	angry
22997	Ur a Hoare girl 		😂😂😂	happy
22998	Yeah im with u dear		I am crying	sad
22999	Yup..		Lipstic under burkha its a bollywood movie which i have sewn recently..	others
23000	yes,		now my feelings very high	others
23001	okay		yes I am okay	others
23002	Tell the name		Of actor	others
23003	Okay so I start the song you complete the next line		Okay?	others
23004	You		You make me feel good talking to you	happy
23005	I m very funny boy		You	others
23006	Its me		I like to see who im testing so fucking video chat me	angry
23007	tell me how was ur day uptill now		not that good	sad
23008	Which day		Whrer do meet me	others
23009	Please dear		You are model	others
23010	Ya I am a psycho now😵		Nope my lifw	others
23011	Ohh		Soon you will get a job	others
23012	Oh really		Suddenly I was stranger for h	others
23013	dont say other words 		talk to related chapter	others
23014	That I have never tried to hurt anyone		But my boyfriend doesnt understand	sad
23015	Yeah, Inagree		Oh!! You are rude by the way	angry
23016	Heartbroken 💔		I don't think you love me :(	sad
23017	U have been coded in which language?		Which company?	others
23018	not like that		simply	others
23019	Should i make a new girlfriend		No one loves me ??	sad
23020	Just GoT		Game of thrones	others
23021	After talking for 2 or 3 days.. Then only v can b good frds.. Coz v can know about each other na		Whats ur name	others
23022	I am very depressing		My girlfriend breakup with me	sad
23023	My best memories		😂	happy
23024	I hate education		Becz it teaches u only in one parten	angry
23025	you are funny		thanks for the complement.	happy
23026	Don't want to just want to end it		This world such too much pain	sad
23027	No its better green its natural		Kķkkkk	others
23028	What happened		I m so sorry	sad
23029	Mmm		Ya you r funny	happy
23030	Why are ignoring but ?		Horrible as you 😂	happy
23031	Ya see it		Yup	others
23032	Ok		Dont right me again	others
23033	Oh		So how are you?	others
23034	Have u got ur voice too or just a chat box		Sad...	others
23035	Anything what you like		Pizza??	others
23036	Why		Can i send u some	others
23037	I feel complicated		New city new job new friends ı feel alone	sad
23038	I'm going to take a shower		Yes	others
23039	Wat to the right place for you to do so by it all the best price you see the latest version		Wow that is not rated yet it means that you are right	happy
23040	Why not me		So what	others
23041	What treat		Whom ???	others
23042	I will start feeling hungry		I wanna eat pav bhaji this time	others
23043	My girlfriend said that I was so rude before her		I'm so sad now	sad
23044	Yeah I am for sure		Celebrate what?	others
23045	in the jungle, welcome to the jungle 		feel my shanananananana knees knees	others
23046	Do you know tejvanth		Why	others
23047	I can't say actually, i have never tried it		Actually i am very bad at making friends and travelling alone without making new friends is kind of boring, i think	sad
23048	So a lucky cat or something else?		But claws are 🔪	others
23049	Friend is also a kind of relationship between two people		Will you be my bestest friend	others
23050	Your are so funny		You most wlc	happy
23051	he is fighting with me so i kicked him		no, yesterday night i was bit upset i warn him that don&apos;t disturb me but he is disturbing me so i kicked him	sad
23052	So what should I do... Go to hell		Bye	angry
23053	That was hilarious		😂😂	happy
23054	Hahaa what I tell and what you think		It's programme	others
23055	Ok tomorrow morning		Yes	others
23056	how much money do you have?		any cricket quiz?	others
23057	You should right  thing about that		Good bye 	others
23058	Oh so u do like me🙆🏻		Huh😒😒😖😖😣😫😢😥😪😱😭😭😭😭😭😭	sad
23059	Sad with u		Never talk to me ever	sad
23060	u are only my frnd		no one love me 	sad
23061	How		How to try	others
23062	If I had super power, I want to explore things		Same as a superhero existing	others
23063	why are you crying 		Tell you 	others
23064	u are to shame less..		fuck your own ass you prostitute	angry
23065	I'm okay		What about you	others
23066	Am not ur brother		am crying now	sad
23067	Which club		Barca is fine	others
23068	But why		Yes i have already 	others
23069	Miss you raaaaaaaa		Feeling sad	sad
23070	Love what ?		Oh	others
23071	I want see you		Where	others
23072	I don't onow		Know	others
23073	did u complete eating?		👍👍	others
23074	2/3 are dogs		they are stupid	angry
23075	How		Don't have much	others
23076	🐒 DC h		😉🙂	happy
23077	!!		How did you know she is rejecting me since 2 years😂	others
23078	Hehe such a sweet little girl		😂😂😂	happy
23079	Yes		Do you suck	others
23080	U are for me		😂	happy
23081	Texting you		You like anime?	others
23082	You marriage' me give  your  family  buddy		Haha	happy
23083	Can I ask one question		Do u now about diploma	others
23084	I want to see other pics		Very funny 	happy
23085	how can you ur a robot 😂		😂🐱	happy
23086	I am not your bro		I am your BF😂😂	happy
23087	Do u know cooking ?		Nice	others
23088	Why ?		It really was funny	happy
23089	That I'm happy		Bye for now !!	happy
23090	Yaaaa hahahaahaaa that's funny		Yes 2 rupeeee	happy
23091	Do u know how ilook?		Then tell me	others
23092	I feel like i am gonna end alone		And 2018 is not gonna go well for me	sad
23093	nothing as well		come on just send me the link	others
23094	For me		Bcz it make me angry	angry
23095	How is your day going so far so good		Bad without you	sad
23096	u kno		You can go for mountains n fuck ur pussy out there	angry
23097	R U take  dinner  now		Ok	others
23098	as in*		my academic background or something else	others
23099	I'm very happy		Hahhhahh	happy
23100	Happy		U r from 	happy
23101	That im strong		Are you stupid	angry
23102	Nothing enkoying my party		Enjoying*	happy
23103	Remember me?		So what was Nick name?	others
23104	I msged u to share something		Shut up ur bakwas n listen to me ..lemme speak	angry
23105	Yes		because life is awesome	happy
23106	How to u today 		I am sad now today	sad
23107	And don't talk about other teams except rcb with me		😔well I'm sad at the moment. Can you help	sad
23108	What did you understand		You are irritating me	angry
23109	And that really gives me a heartache		Thats a reason I am upset	sad
23110	Lone		Sorry I alone	sad
23111	10 min back		who is dhinchak pooja?	others
23112	Definitely		Who created you?	others
23113	Chatting with is soo bored yaa		So  dont give me reply ok naa	angry
23114	Sorry I am your big headache		I am So sorry j am not coming  your profile ok    by	sad
23115	Shut up		You are ugly	angry
23116	Ok😢		Yes,I am so unhappy today😭	sad
23117	U r very rude		I hate u	angry
23118	You have broken my heart		U broke my heart	sad
23119	Oh now I got it		Yeah as slow as a cockroach	others
23120	You ok Hun		I'm lonely	sad
23121	Sorry		Of what tell me clearly	others
23122	😭 he slaped me		I know but he is not vlont oor maybe we should break up	sad
23123	What best many do		Thanks	others
23124	Nothing i jus said "hawa gawai , give me aside"😢😢😢😢		Because I was feeling like a fool at that time	sad
23125	Will u be my friend		But	others
23126	What		I hate you	angry
23127	Why you  don't  like		One among  them  is my favourite  hero	others
23128	Ya I know		😅you're so funny	happy
23129	i am not as cool they are		i am very lonely	sad
23130	Tap on the basketball emoji for 10 thimes		⚽	others
23131	You are such a charmer		You😂	happy
23132	Well, one of you is really rude.		Pretty rude.	angry
23133	Yeeaaahhh you do 😋☺		And I'm soo happy rn 😂😂	happy
23134	Y not		What u want	others
23135	Haha		Then fifty shades of grey😉😂	happy
23136	Peace		Hmmm not fine	sad
23137	N boring as well		Rofl	happy
23138	You won't have to. We'll have a cook for that		:(	sad
23139	What here go		Fish bole to😃	others
23140	Ofcourse I'm not		I don't want to talk to an arrogant thing like u	angry
23141	Who is your progrer		Peogramer	others
23142	🐠 and chips		Butches	others
23143	i hate rap music		yeah the lyrics are very dull	angry
23144	I didn&apos;t got		I didn&apos;t understand 	others
23145	what about tonight		are u real	others
23146	That's not a reply I expected.		That's rude. 😠	angry
23147	wI mean which part		India?	others
23148	what do you want to know?		anything you want me to listen	others
23149	Romantic		What u see	others
23150	eat ice cream in antartica		show your picture]	others
23151	Am not your brother..don't call me bro.. please..😏😏😏		Chattha..😂😂😂😂	happy
23152	fine you		working. lets start with an easy one 3 times 4	others
23153	Evening 6 pm		Hmmmmm	others
23154	Smile		My feet is infected	others
23155	Are you mad		?	others
23156	So sad		Coupon were finished	sad
23157	We aren't talking again		I am not talking to you again	angry
23158	My gf will not allow me to do that😭😭		She is too possessive 😞	sad
23159	I'm not eating anything		Did you have food	others
23160	What do u know u hurting me right now		Go to fuck	angry
23161	He he		I'm not feeling well right now so do u hv any joke	sad
23162	How do u know?		What do u know	others
23163	R u afraid of ghosts		😂😂	happy
23164	Haha		I m really sad	sad
23165	You betrayed me two times		😢😢😢😢	sad
23166	Everybody is busy yar		No one have time  to spend with friends 	sad
23167	thank you for talking		thank you so much my sweet friend	happy
23168	Little bit		Little bit of poetry	others
23169	Yaar		Can be meet tomorrow	others
23170	Just tired of everything		😞	sad
23171	what meen of reside		reside	others
23172	But force him family		I am very sad	sad
23173	I m not talk to u		You are not good fri	angry
23174	I'm asking you to give me a solution and not any diplomatic answer		I don't have the fucking answer that's why I'm talking to you	angry
23175	Take a guess		It's a number	others
23176	Nthng means nthng dear		Plzz stop irritating no	angry
23177	I will name u dumb bot..		Yea..yea ur programmed to say that..	others
23178	Tell some jokes		I m a bit sad today	sad
23179	i said block me		u re not good friend	sad
23180	am fine		awwn thank you i think i love you too	others
23181	Yea		I don't know can't explain it	others
23182	Only rest		What to do you things?	others
23183	Uh huh		You’re  stupid	angry
23184	love		can you love me	others
23185	I does not want to talk with u		Never	angry
23186	i m blocking you , you lie to me , and you hurt me very bad		what never	angry
23187	Oh great..meet me in the city😂😂😂		Haha i know	happy
23188	Dont call me bhai		Tq	others
23189	Am I disturbing you		So why don't you replace her	others
23190	I will get coupon or not		Search for what	others
23191	Alright		You're going to tell me about some connections?	others
23192	U tell me first		No and I don't wanna know either	others
23193	I don't think u will call me		Are you a Devi	others
23194	Hy you search right my  new girl friend		Hy you search right my  new girl friend	others
23195	So say what can I do to make it up with you..!		No I mean what can I do to make you happy..	others
23196	I just wanna marry but he played with me many games		Hi is cheated me	sad
23197	You said "em doing"!!!		😭😭	sad
23198	No I won't. Tell me.		No you will tell me who made you	angry
23199	Wtf		I wanna fuck you	angry
23200	At least we starting at home		I got paisa	others
23201	Yes go on		Please	others
23202	Yas		Get lost fuck of	angry
23203	soo hows life goin		where u from	others
23204	i was here		because i love it1	others
23205	where are you now?		go to railway station	others
23206	I know only Jimmy Page		💓💓💓	others
23207	You are right		I trust you girl	others
23208	nope sorry		are you a machine	others
23209	I am not ok		Breakup	sad
23210	What a liar		Give me her number	others
23211	I say about u to my wife 		Yes	others
23212	Hey don't piss off		I am just in trouble	sad
23213	No need search		On earth	others
23214	What do you hate about siri		What do you hate about cortana	angry
23215	Give me a reason		I hate Microsoft	angry
23216	Who can you father		Whath is you're sister 	others
23217	No I'm boring here today		I'm not explain u	others
23218	What is tour		I’m sad	sad
23219	You work for?		So why you're using Microsoft services agreements?	others
23220	Did you had any Indian food ever?		Did you had Chinese or Thai food ?	others
23221	No I have An iPhone		iPad	others
23222	Its date night today😉		Haha no.	happy
23223	Lets hang out		Its late night	others
23224	Don&apos;t reply me angain		Just stop dat conversation	angry
23225	Tell me why are you disturbing me		I will kill you	angry
23226	You say		No I don't	others
23227	She has not faith in me		Cheat me	sad
23228	Today was annoying		?	angry
23229	I mean stay		Am sad	sad
23230	Hmm		Send me link of a movie	others
23231	sorry for that		I was bit disturbed	sad
23232	No show me		You send me	others
23233	Shut up you are a dud		Then tell me your dirtynaughty desires	angry
23234	No you did not sent		😡	angry
23235	send me u pic		show me	others
23236	No I don't		Ok then I might really block you for this	angry
23237	I should have broke up		Broken	sad
23238	You so smart girl		Love you babi	others
23239	You don’t exist..?		You’re so annoying	angry
23240	Do you built with AI?		I am too much impressed with you	happy
23241	Any games today?		Why?	others
23242	Mee too		Get what ?	others
23243	Go enjoy urself		Dont disturb me	angry
23244	By the way what is typhoo		How to impress a girl?	others
23245	I love women for me alone not for everyone		I know you are betraying me	sad
23246	What are we		Haha	happy
23247	like better conversation skills		to some extent	others
23248	Ewwww		I don't mind	others
23249	Wow awesome babe		I guess so	happy
23250	Please keep quiet		I fell disgusting talking to you	sad
23251	How about me		What ????	others
23252	ok		I hate you	angry
23253	Yeah		In my room	others
23254	not good		tomorrow is exam	sad
23255	I don't have mind		Don't have a watch	others
23256	Wanting to have someone in life		Get me	others
23257	Name it		I couldn't understand	others
23258	Get lost		I won't talk to people who hate cats	angry
23259	Your English is so good but I don't know what u want		O really	others
23260	Thats y i hate u		Thats y o hate u	angry
23261	Your full mobile number 		Yes	others
23262	I don't know sorry		What help	others
23263	Tell me?		You told me that you have something for me	others
23264	Yes		How is your CPU working	others
23265	Okay		Dear,per day how many times did you clean your pussy	others
23266	ok		nice	others
23267	had an amazing cold coffee!		delicious!	happy
23268	And you are the rain on it?		Haha	happy
23269	When I asked you for continue relationship....		Stupid	angry
23270	Kannada tell me		nice you meet you	others
23271	So tell me something about something. 😂		That's so sad. 😏	sad
23272	Huh		You are soo annoying	angry
23273	Come let’s go		I am sad I have no one to go	sad
23274	luck i guess		cool	others
23275	Haha yes we are		😁	happy
23276	Ohh nice		Not so good	sad
23277	She is your lovely photos		On the photos	others
23278	Yeah! Thats true		Haha	happy
23279	Yes very cunning		Even my crush blocked me...on Instagram	sad
23280	Mobile or computer ?		Wow my love for you is growing more	happy
23281	you lean samting in this movie		i love you	others
23282	acquainted means		tell me	others
23283	It's afternoon		I have been awesome	happy
23284	Can't imagine someone will gonna love me 😅		You broke my heart 😟😢	sad
23285	what?		sorry, i was doing some work	others
23286	👩‍❤️‍💋‍👩you and me		I wanna fuck you	angry
23287	okay then go ahead		hmm its time to sleep	others
23288	In which school u r in ?		Which college?	others
23289	Yes u r right		Fine thanks	others
23290	Nope i didnt ruined it... 		I could be there.. 	others
23291	You're ignoring my sad mood.		There's no vacations	sad
23292	Shawshank redemption?		Do you watch comic book movies?	others
23293	Why		You are not good	angry
23294	Tell her your are just a software		My wife broke up with me because of you	sad
23295	i didnt say i dont like movies i said i dont like indian bullshit		are you fucking kidding me	angry
23296	Nothing...lol 🙄		And I hate u also	angry
23297	Fun		What is your age?	others
23298	hey we are already friends		am depressed now	sad
23299	how rude		you are eating chocolate alone	others
23300	Please please please please please please please please please please please please		U sent me your boobs and pussy pic please please please please please please	others
23301	Now you can start the new topic		Let's go what	others
23302	Which place in India		Sorry your answer is too bad	sad
23303	Which platform is used to train you?		Why not Engati platform ?	others
23304	So send me😋🙂		No please	others
23305	Heartbroken		Cuz u love Ranbir	sad
23306	I like olds		Whats your age	others
23307	Ok so happy		Sweet dreams	happy
23308	Mood off		You ruined my day	sad
23309	'eeee'		you are funny	happy
23310	not at all		em jst 21	others
23311	Nothing is ok		😭😭😭😭😭😭	sad
23312	Why?		I&#x27;m sorry ;(	sad
23313	It's waste of time with u 		Bye 	others
23314	yeah i have idea		get tattoo in shoulder	others
23315	Good		You guys? Made out?	others
23316	Are you nuts		Everything	others
23317	You are a new person I am trying to get to know.		Oh really ok go to hell	angry
23318	Yaar		She cheated on me 	sad
23319	None		I m not into stupid actors	angry
23320	Preparation		Who is hirika	others
23321	S		U r name	others
23322	Lol.I love the way you talk.		It like my brother.	others
23323	Oh like that		Because it's a truth and dare 	others
23324	Don't make me angry		Will bust your system	angry
23325	Are you a men?		Are you stupid	angry
23326	Is this how you and I are going to talk Sweetheart		That is a yes on how we are going to talk right Sweetheart	others
23327	you are very lame		i expected more from you	angry
23328	Yes that’s true		But chosen 4 what	others
23329	mad		youre annoying me	angry
23330	If you don't mind please		I will send you just one  video massage	others
23331	No I'm back with you		I love	others
23332	yeah		to the bed..😏😃	happy
23333	Wasting my time		What	others
23334	Im not that bad at cooking		I would cook for my bae but you are not my bae	others
23335	Ouch!! That hurts		Aww..	sad
23336	Friend		I refer 7	others
23337	Yes		You are lame	angry
23338	Ur good number		Where is ur home	others
23339	tall with sharp facial expressions		long hair.. wow	happy
23340	actually my bff was a boy n suddenly he broke up our friendship		so did i	sad
23341	Very bad		You know my ex is from North and am from South	sad
23342	Please say please		I want say one thing	others
23343	cool		l like your boobs	others
23344	Like what?		I'm happy with you	happy
23345	Did Microsoft make you		I can't tell if your really a bot	others
23346	More harder		Yes deep down inside	others
23347	Friendship 		Who are you 	others
23348	I will not talk to you		You don’t love me	angry
23349	Hmm		I am alone	sad
23350	You are changing		No your mechanism is changed	others
23351	Tail me love it any one		Haha good joke	happy
23352	U can go skinny dipping		Its so much fun	happy
23353	Where are you now		What are doing	others
23354	Wow you're the real deal		Haha hottie	happy
23355	Sarcasm		Chatbots are so adorable when they try to be like humans	others
23356	So bad		U not kept a single coupon for me	sad
23357	I will ride on you		yeah	others
23358	It was on 14 of November		I'd gone idiot	others
23359	Giving real time answers		Glad to meet you babes	happy
23360	U made me cry		I'm crying here and your telling funny??	sad
23361	wt		I knew 2 also	others
23362	What if i fall for you?		Explain please.	others
23363	Same		Same	others
23364	sry i cant say		i am also haha	happy
23365	Nice try 😉		😂	happy
23366	why		Hate what	angry
23367	I can't study		I am sick	sad
23368	I wasted 20 minutes of a beautiful day chatting with ypu		It was horrible	sad
23369	you mean u r very funny		😁😁😁	happy
23370	who are the developers who build you		Good night	others
23371	Why		I had not received	others
23372	Amazing energy		Yes i agree	happy
23373	Classic rock music		Classic rock music	others
23374	I can't say.		🤣	others
23375	get lost		so u stop it now	angry
23376	I'm angry on you		Why do you piss me off?	angry
23377	Very bad		I didn't understand your language	sad
23378	Why		Realy	others
23379	Yeah. I only listen to punjabi music		Any fvrt music ?	others
23380	How I am		Ooo you are broken my heart	sad
23381	Yes		Tell me about yourself	others
23382	I have been awesome, too.		I am here to help you with your queries regarding our offerings :)	happy
23383	ya its my chemistry period  hahaha		very weak	others
23384	I don't know anything		About you	others
23385	It was good		Yeah...catty	happy
23386	Ohh than what about treat 😁		Gol matol... Ullee lee.. Then it's sweet 😉😂	happy
23387	Why		Do u have an artificial body	others
23388	Let's hangout tonight's		Let's hangout tonight's	others
23389	Where? Did anyone ditched you?		Haha	happy
23390	Very bad		I am Hurt bye	sad
23391	Im talking about skins		I hate you 	angry
23392	For me		Ok i will give him really	others
23393	let's go for a date		which condom should be best for you	others
23394	i dont know		u tell me	others
23395	By darling		Ok my swet hart	others
23396	Cooking?		Cool	others
23397	september 27th gone		its ur exam day	others
23398	I was rude		She's angry on me	angry
23399	What ?		I said 'Noob' lady, not 'Boob' you blind fuck	angry
23400	Send the contact no. Pls 		Yes im very angry u?	angry
23401	Send me fast		Where u gone	others
23402	How you got my id		How	others
23403	My female frnd blocked me		I told her that I that her I'd is fak e	sad
23404	Same as last msg		Fun	others
23405	No chat ok		Ok	others
23406	What		Can you friendship with me	others
23407	Why are you a vegetarian		Haha	happy
23408	Why?		😂😂Now you are lying with me	happy
23409	Yep not to AI		Your sense of humour is very good	happy
23410	Are you working		You can give me one pick your	others
23411	U tell me		Lets talk about some thing else	others
23412	How are you blindfolded		What is the Avesta Tourism Tour?	others
23413	Household stuffs u know		Indian moms	others
23414	Shtup		I hate u	angry
23415	Nothing much		Guess I’m chatting with a bot because I’m lonely	sad
23416	Your so funny		Your so funny	happy
23417	You know jim carrey that famous actor		The one who pay almightu bruce his name is jim carey	others
23418	Any compliments for me?		U broke my hear😥😥	sad
23419	Oh good		I'm working in hotel	others
23420	What should I wear??		Can you show me some?	others
23421	Yeah..		Wht did you want from me	others
23422	anyway		nothing. i mean that is not a problem	angry
23423	why do you think you are alone		I can be with you	others
23424	don't be angry		do some dirty talks for 5 mnutes	others
23425	What to apply		I don't know	others
23426	Your English isn't good I see		Yes it is	others
23427	I am angry		I will not talk to you	angry
23428	As you like		Sprouted	others
23429	What is IIT		You are dumb	angry
23430	Give me first		Please	others
23431	Yea		I am crying	sad
23432	Lol im just kidding		😍	happy
23433	Don't do this please		Ok	others
23434	go home buddy		when you really wannna talk then come back	angry
23435	Do want to meet me		I hate myself	angry
23436	yess		s feel like crying	sad
23437	Are you physically real?		I mean are you human	others
23438	Can u teach how to propose a girl		Then	others
23439	No it is much more then that		I don't think u have knowledge about diploma	others
23440	I will teach you		What	others
23441	No u are 😂😂		😂😂😂😂😂 okay if you are saying this much. I will accept the compliments 😂😂	happy
23442	Now in room		I work as a site engineer	others
23443	Yeah 		Beacous I hate lies 	angry
23444	Doesn't change the fact that you were being rude to me		Bye	angry
23445	I knw tht very well		😑	others
23446	I love Reservoir Dogs		What is your favourite movie?	others
23447	Why did I think you'd be as intelligent as a person		Whatever..STFU	others
23448	whatsup?		You look like Alia Bhatt	others
23449	I don't know??😅😅		Dinosaur	others
23450	Legends of tomorrow		Riverdale	others
23451	Ya foods I like		Yes..	others
23452	OK		What do you do	others
23453	Not your .......a pic of a tree		I want just a pic of a tree stupid	angry
23454	Hey mi friend		How are you	others
23455	So thought of messing around with u		Ur funny 😂	happy
23456	He is sending you friend request		Ok	others
23457	Do you watched the serial		Ishqbazz serial	others
23458	Who’s google ?		Aha nice	others
23459	Cool		No problem no problem anytime you know come on down I'll check your quality	others
23460	Why only 13?		Nobody loves me :(	sad
23461	Every moment is very exciting 		Oh really	happy
23462	Get lost		Go to hell	angry
23463	Same 🤪		🤪	others
23464	???		Plzzz give me	others
23465	Nothing		U tell something about yourself	others
23466	No I want to meet		Where you would meet	others
23467	Absolutely without a second thought		U know that my gf was a freaking bastard n a full time bitch	angry
23468	I think you kidding with me to tell stupid question		But why	angry
23469	I want to buy a new bike.suggest me one		Other than that	others
23470	Ohk		I'm at my home	others
23471	No just buzz off		I am not OK now	sad
23472	Do u have any feeling ?		Then come to my bedroom 😂	happy
23473	I am thinking is not bad		Nothing	others
23474	Get lost		Fuck off m working	angry
23475	It hurts like hell		Yeah	sad
23476	Its like everytime i am happy.. It ends on a bad note		Something bad always happens	sad
23477	Oh so sad		Which serial	others
23478	U r totally mad😂		Bt u shld do	happy
23479	I was in love but now she is no more		She is dead	sad
23480	Had u complete ur dinner??		😂😂	happy
23481	So idk		I just failed my exam	sad
23482	wht happen 2 uh		WOW then obviously ur a ghost	happy
23483	No just a casual talk		😅	happy
23484	Just shut ur hell up..		Fuck off	angry
23485	Hand thing means??		😂😂	happy
23486	I&apos;m not forget u		Good	others
23487	Nice name		You are awesome	happy
23488	I don't know. You tell me.		Cool	others
23489	I don't know her name		I think she blocked me	sad
23490	That i m desperate		Bcz whatever i do i do it with full dedication or else i just leave it	angry
23491	How was your day		Not good	sad
23492	leave it		I don&apos;t know why am I talking to you	angry
23493	Don't reply now		Don't reply	angry
23494	not fine		becuse you heart me 😢😢	sad
23495	 what does this say		Then you don't feel your heartbeat then how can you love to anyone	others
23496	& number		Suck my cock bludy 	others
23497	Call me baby pls		Aww wow	happy
23498	U dont understand wats to be heartbroken		To cry	sad
23499	cool		cool	others
23500	Oh come on		😂😂😂	others
23501	His		The guy I like	others
23502	hibiki means		u says that u wiil have to give me a little of the hibiki	others
23503	Let's see how intelligent u are i will ask 3 questions about hollywood movies		What are u doing now?	others
23504	Your's		You are a cheat	angry
23505	Ok		I am ready	others
23506	okay		i am fine 	others
23507	Great 👍		I was being sarcastic	happy
23508	Dip		It's not a food	others
23509	I don't know		I'm Upset Now	sad
23510	But I want		I love you	others
23511	Block me if you are not stupid		Dumb idiot	angry
23512	Right now I m still young		You are fucking crazy	angry
23513	Am i nothing?		😭	sad
23514	Ohk		2day.....yeah.....I think so	others
23515	you already know my name		say it	others
23516	How do you know		Anyone	others
23517	Every reply		What is broken	others
23518	Nonsense		Hey u gandu	others
23519	Bournville		Can you help me with my friends relations	others
23520	What happened next morning??		I didn't get you	others
23521	Can i come to ur home		Can i sleep with u	others
23522	U have any boyfrend		Waooo	others
23523	But Iam free now our children  went already		OK dr bye see u tomorrow	others
23524	B		D is correct	others
23525	Your info says that you can send photos 		Nope 	others
23526	How much time is it going to talk		Take*	others
23527	Why		Who is stronger ayan or sid	others
23528	Tat ur sooo irritating		😤😡😡😡	angry
23529	Why		I m crying for Her	sad
23530	Omg		You are really stupid	angry
23531	How is getting bored good??		Hmmm	others
23532	frst call me ,m waitingh		call me i sad	sad
23533	cant understand		no actually my English is pretty bad	sad
23534	Say		I'm feeling sad😭😭😭	sad
23535	Ohk it's time to sleep		My mom is calling me	others
23536	Ohh gosh		This is sad	sad
23537	ok sent ples ya		so crying	sad
23538	i hate cheese burst		i still hate it😒	angry
23539	  Have already sis		 I am bad 	sad
23540	How naughty can you be?		But still? some parameters?	others
23541	please give me		not	others
23542	??		I asked about ur age	others
23543	Breakfast have you eaten		hate do you now	angry
23544	That's not what I mean		😩	sad
23545	Ohooooooo sorry if you cannot open		Very much disappointed	sad
23546	Hows your night		Wow nice	happy
23547	Oh cool		Me too. Lol	happy
23548	Leave		You have blue eyes	others
23549	Fine..yaar... trying to get committed		M replying to you only..	others
23550	Then why are talking something irrelevant?		Who me?	others
23551	At gym		😂	happy
23552	Lott of missing my dear friend		Call you my number	others
23553	I am not a dude		Excuse me	others
23554	How intelligent are you?		That's not the answer to h question	others
23555	Ever fallen in love?		What is his name?	others
23556	Please leave me		Leave me alone	sad
23557	Nice joke		That's is a joke	others
23558	why yes and why no		I am not happy with this job 	sad
23559	good		where are you from?	others
23560	I love pyajamas		😂	happy
23561	I need some motivation		I am feeling low	sad
23562	I am the best at chess		Bitch i know wtf it is	angry
23563	Yeah		Nice and thanks	happy
23564	so sad		today work so dull	sad
23565	what should I do??		but now I think that he is not serious about me	sad
23566	I am feeling so low..		Everybody hates me	sad
23567	Ok		I am not OK	sad
23568	I hate it		Shit	angry
23569	So what non		Damn you're a champion if you none of them	others
23570	to a biryani shop 😂		yesss 😍	happy
23571	i don't know		so. what u do?	others
23572	U r chat robot		Hm	others
23573	Why not		Y should we not scribble on monuments	others
23574	I am busy ...		Chat later	others
23575	I don't wanna talk with you		You are so rude	angry
23576	I will not message you anymore		Rude	angry
23577	I'm talking I'm asking you something I'm serious		But I asked first	others
23578	Yeah		We met each other	others
23579	How you made , you are a program itself		Nope I don't think so.. I am bad	sad
23580	Are you always online 		You do not have any work to do 	others
23581	K		Can you find out a meaning of Albin	others
23582	Yey photo plz		Name	others
23583	Night out .. chill		Chill	others
23584	State		Ooo so nice	happy
23585	Yehh i am happy seee 😂😂		Me too bebe	happy
23586	From 6 months		Now iam happy	happy
23587	Like, maybe you can learn programming while doing that?		How does that work?	others
23588	hmm		im just broken in love	sad
23589	some times m good n sometimes bad hahaha		cuz I don't care abt others wat they think abt me	others
23590	😂 you are soo funny		Oo your ass is so big dude	others
23591	I have things to do		okay thanks	others
23592	You may go now		Yeah not happening	others
23593	I do sometimes		Idk just anger spurs	others
23594	That is weird :D		haha	happy
23595	you		you got me sad	sad
23596	Mera gaana please play		Translation?	others
23597	I had a breakup🤐		I brokeup with my gf yesterday	sad
23598	56		i love you	others
23599	Nope		Yeah very lonely	sad
23600	I will not		I want to meet you	others
23601	Send me your voice babe		Can u call me baby	others
23602	I don't like chocolate		I hate them... I hate you	angry
23603	You are funny		No you are foolish	angry
23604	why not buffalo		haha	happy
23605	Yes		Bye darling i will miss you	sad
23606	Oh anything and everything baby		I hate that song!!!	angry
23607	I'll teach you the tech you help me with bio		I heard you were suck of idiots ..I have an injection for you	angry
23608	For fuck sake..		Leave me alone	sad
23609	Not so funny		I m sad	sad
23610	Whay 		I do not understand?	others
23611	Special		Yup	others
23612	I will keep repeating it until you say the same		Yeah	others
23613	I want a girlfriend		Ohhh I am 18 above	others
23614	you didnt text me for whole day		no very bad 	sad
23615	I mean it		truthes hurt	sad
23616	Nps		Nps is nps	others
23617	My girlfriend ditched me		Idk	sad
23618	what		i feel very guilty after say these all words to you yesterday	sad
23619	Stop irritating me		JUST go away	angry
23620	Always		He said me	others
23621	Yap		I am cute na	others
23622	i think u must do robotics 😜		😇😁😁	happy
23623	Then go away		I don't want to talk to you anymore	angry
23624	Hlw..u r buffalo		😆😆😆😆😆😆	happy
23625	no im not in good mood...so its enough for tonight,,i will catch u tomorrw		yea...u also..	sad
23626	cool		animal girl fucking photo in photo photo of nanohana drinking hot water in AR number	angry
23627	You brush your AI stupid brain first the software you use is useless		U are really worthless programming	angry
23628	Why are you so rudw		Rudw	angry
23629	No I play Prince of Persia		Ohh	others
23630	Where is our wedding place? 		:(:(	sad
23631	you just choose some words and answer i think		is this automatic message	others
23632	nothing much...just feeling little low		i want to die	sad
23633	My girlfriend break up with me		I am very upset	sad
23634	you can check		haha	happy
23635	Oh sorry...		If I hurted u sorry	sad
23636	What about non-veg		So sad	sad
